delivery_id,customer_name,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,delay_hours,delay_status,delivery_time_hhmm,expected_time_hhmm,delay_hhmm,distance_category,delay_percentage,cost_per_km,rating_category,speed_kmph,weight_category
7597,dustin potter,fedex,electronics,ev van,same day,north,hot,184.4,44.45,41.6,26.4,yes,delayed,3,1155.35,15.200000000000003,Delayed,41:36,26:24,15:12,Medium,57.58,6.27,Average,4.43,Heavy
7598,mrs. felicia castro dds,blue dart,clothing,van,express,west,clear,253.8,27.76,5.7,49.4,yes,delayed,2,1402.28,-43.699999999999996,On Time,05:42,49:24,-43:42,Long,-88.46,5.53,Poor,44.53,Heavy
7599,george chen,delhivery,automobile parts,van,standard,south,stormy,4.5,15.7,8.8,12.4,no,delivered,5,95.6674,-3.5999999999999996,On Time,08:48,12:24,-03:36,Short,-29.03,21.26,Excellent,0.51,Heavy
7600,justin phillips,blue dart,pharmacy,ev van,express,north,cold,67.8,10.51,30.0,30.8,no,delivered,4,420.53,-0.8000000000000007,On Time,30:00,30:48,-00:48,Short,-2.6,6.2,Good,2.26,Medium
7601,shelby rodriguez,ecom express,cosmetics,truck,same day,east,foggy,195.8,27.01,32.5,27.6,yes,delayed,2,1160.03,4.899999999999999,Delayed,32:30,27:36,04:54,Medium,17.75,5.92,Poor,6.02,Heavy
7602,william hodge,fedex,pharmacy,bike,two day,north,rainy,113.4,36.44,59.3,59.3,no,delivered,5,676.32,0.0,On Time,59:18,59:18,00:00,Medium,0.0,5.96,Excellent,1.91,Heavy
7603,matthew bailey,ekart,pharmacy,bike,standard,west,stormy,60.1,25.34,16.7,18.0,no,delivered,4,376.52,-1.3000000000000007,On Time,16:42,18:00,-01:18,Short,-7.22,6.26,Good,3.6,Heavy
7604,susan smith,fedex,documents,ev bike,standard,east,stormy,274.6,47.22,37.9,39.5,no,delivered,3,1514.66,-1.6000000000000014,On Time,37:54,39:30,-01:36,Long,-4.05,5.52,Average,7.25,Heavy
7605,adam robinson,ekart,groceries,van,two day,south,foggy,121.7,15.13,0.2,0.2,no,delivered,5,653.89,0.0,On Time,00:12,00:12,00:00,Medium,0.0,5.37,Excellent,608.5,Heavy
7606,angela brown,amazon logistics,furniture,bike,two day,central,hot,253.4,10.03,11.3,13.3,no,delivered,5,1297.09,-2.0,On Time,11:18,13:18,-02:00,Long,-15.04,5.12,Excellent,22.42,Medium
7607,taylor frederick,ecom express,automobile parts,bike,same day,central,hot,289.7,31.91,41.1,37.0,yes,delayed,2,1632.7206,4.100000000000001,Delayed,41:06,37:00,04:06,Long,11.08,5.64,Poor,7.05,Heavy
7608,benjamin howard,delhivery,automobile parts,ev van,express,south,stormy,9.1,17.24,29.2,24.9,yes,delayed,2,147.22,4.300000000000001,Delayed,29:12,24:54,04:18,Short,17.27,16.18,Poor,0.31,Heavy
7609,brenda schmidt,xpressbees,cosmetics,truck,same day,central,hot,284.4,21.43,39.9,36.4,yes,delayed,3,1586.29,3.5,Delayed,39:54,36:24,03:30,Long,9.62,5.58,Average,7.13,Heavy
7610,monica allen,dhl,fragile items,truck,standard,south,foggy,216.4,40.68,31.6,33.6,no,delivered,5,1204.04,-2.0,On Time,31:36,33:36,-02:00,Medium,-5.95,5.56,Excellent,6.85,Heavy
7611,rebecca beard,delhivery,fragile items,truck,standard,east,rainy,233.3,12.31,33.9,35.3,no,delivered,4,1203.43,-1.3999999999999986,On Time,33:54,35:18,-01:24,Medium,-3.97,5.16,Good,6.88,Medium
7612,matthew alvarez,ecom express,cosmetics,van,same day,east,cold,56.4,28.97,11.5,13.6,no,delivered,5,468.91,-2.0999999999999996,On Time,11:30,13:36,-02:06,Short,-15.44,8.31,Excellent,4.9,Heavy
7613,isabel hall,delhivery,fragile items,ev van,express,south,foggy,53.8,44.98,33.5,29.4,yes,delayed,3,453.94,4.100000000000001,Delayed,33:30,29:24,04:06,Short,13.95,8.44,Average,1.61,Heavy
7614,brenda lowe,blue dart,electronics,truck,standard,west,clear,142.5,11.37,23.2,26.2,no,delivered,4,746.61,-3.0,On Time,23:12,26:12,-03:00,Medium,-11.45,5.24,Good,6.14,Medium
7615,rebecca lin,delhivery,electronics,truck,same day,north,clear,46.7,35.5,12.1,12.7,no,delivered,3,440.0,-0.5999999999999996,On Time,12:06,12:42,-00:36,Short,-4.72,9.42,Average,3.86,Heavy
7616,christopher buchanan,fedex,groceries,ev van,same day,west,cold,215.4,23.53,25.9,29.5,no,delivered,5,1247.59,-3.6000000000000014,On Time,25:54,29:30,-03:36,Medium,-12.2,5.79,Excellent,8.32,Heavy
7617,katie guerrero,shadowfax,electronics,bike,two day,central,clear,270.9,19.0,14.4,15.1,no,delivered,5,1411.5,-0.6999999999999993,On Time,14:24,15:06,-00:42,Long,-4.64,5.21,Excellent,18.81,Heavy
7618,zachary huff,ekart,groceries,scooter,same day,south,cold,285.4,15.05,50.4,36.5,yes,delayed,2,1572.15,13.899999999999999,Delayed,50:24,36:30,13:54,Long,38.08,5.51,Poor,5.66,Heavy
7619,kathleen gamble,delhivery,clothing,ev bike,same day,north,rainy,91.7,15.87,15.7,17.2,no,delivered,3,606.11,-1.5,On Time,15:42,17:12,-01:30,Short,-8.72,6.61,Average,5.84,Heavy
7620,katherine johnson,blue dart,automobile parts,bike,same day,east,cold,155.6,35.2,19.3,23.6,no,delivered,4,983.6,-4.300000000000001,On Time,19:18,23:36,-04:18,Medium,-18.22,6.32,Good,8.06,Heavy
7621,ronnie martinez,ecom express,pharmacy,scooter,standard,south,stormy,57.7,31.72,16.7,17.8,no,delivered,4,383.66,-1.1000000000000014,On Time,16:42,17:48,-01:06,Short,-6.18,6.65,Good,3.46,Heavy
7622,angela bradshaw,amazon logistics,electronics,bike,express,west,hot,101.6,0.67,53.8,34.2,yes,failed,1,559.89,19.599999999999994,Delayed,53:48,34:12,19:36,Medium,57.31,5.51,Poor,1.89,Light
7623,michael bennett dvm,ecom express,pharmacy,ev bike,express,south,hot,83.7,29.33,31.4,32.4,no,delivered,5,556.49,-1.0,On Time,31:24,32:24,-01:00,Short,-3.09,6.65,Excellent,2.67,Heavy
7624,lisa lopez md,fedex,cosmetics,ev van,same day,north,foggy,155.3,32.91,23.1,23.5,no,delivered,3,975.23,-0.3999999999999986,On Time,23:06,23:30,-00:24,Medium,-1.7,6.28,Average,6.72,Heavy
7625,micheal summers,fedex,documents,scooter,express,south,cold,80.1,31.47,30.4,32.0,no,delivered,3,544.91,-1.6000000000000014,On Time,30:24,32:00,-01:36,Short,-5.0,6.8,Average,2.63,Heavy
7626,jennifer murray,amazon logistics,fragile items,ev bike,same day,central,hot,6.4,27.08,7.8,8.6,no,delivered,5,213.24,-0.7999999999999998,On Time,07:48,08:36,-00:48,Short,-9.3,33.32,Excellent,0.82,Heavy
7627,joe woodard,shadowfax,automobile parts,ev bike,same day,north,foggy,80.3,8.3,14.7,16.0,no,delivered,3,526.4,-1.3000000000000007,On Time,14:42,16:00,-01:18,Short,-8.13,6.56,Average,5.46,Medium
7628,amanda moreno,dhl,automobile parts,ev van,express,central,foggy,41.4,22.81,31.8,28.1,yes,failed,2,325.43,3.6999999999999993,Delayed,31:48,28:06,03:42,Short,13.17,7.86,Poor,1.3,Heavy
7629,mary peterson,ekart,electronics,ev van,express,south,clear,12.8,13.06,24.8,25.3,no,delivered,3,153.18,-0.5,On Time,24:48,25:18,-00:30,Short,-1.98,11.97,Average,0.52,Medium
7630,katherine romero,fedex,furniture,van,same day,south,rainy,142.2,12.28,20.6,22.2,no,delivered,4,847.84,-1.5999999999999979,On Time,20:36,22:12,-01:36,Medium,-7.21,5.96,Good,6.9,Medium
7631,tammy hull,delhivery,cosmetics,bike,standard,west,stormy,192.7,29.74,30.5,31.3,no,delivered,5,1052.72,-0.8000000000000007,On Time,30:30,31:18,-00:48,Medium,-2.56,5.46,Excellent,6.32,Heavy
7632,tina king,blue dart,groceries,ev bike,express,central,hot,271.6,8.41,6.1,51.2,yes,delayed,2,1433.23,-45.1,On Time,06:06,51:12,-45:06,Long,-88.09,5.28,Poor,44.52,Medium
7633,edwin vargas,xpressbees,furniture,truck,standard,south,rainy,62.6,18.39,15.5,18.3,no,delivered,4,368.17,-2.8000000000000007,On Time,15:30,18:18,-02:48,Short,-15.3,5.88,Good,4.04,Heavy
7634,chris lewis,amazon logistics,documents,van,express,central,foggy,23.7,36.59,45.0,26.4,yes,delayed,2,278.27,18.6,Delayed,45:00,26:24,18:36,Short,70.45,11.74,Poor,0.53,Heavy
7635,justin kelly,delhivery,groceries,truck,same day,west,stormy,218.7,38.35,36.2,29.9,yes,failed,1,1308.55,6.300000000000004,Delayed,36:12,29:54,06:18,Medium,21.07,5.98,Poor,6.04,Heavy
7636,wanda russell,delhivery,cosmetics,truck,standard,north,rainy,155.7,44.34,27.4,27.6,no,delivered,4,911.52,-0.20000000000000284,On Time,27:24,27:36,-00:12,Medium,-0.72,5.85,Good,5.68,Heavy
7637,erica cook,delhivery,electronics,scooter,same day,east,foggy,274.6,40.56,33.9,35.5,no,delivered,4,1594.68,-1.6000000000000014,On Time,33:54,35:30,-01:36,Long,-4.51,5.81,Good,8.1,Heavy
7638,christopher arellano,amazon logistics,fragile items,scooter,express,south,hot,140.5,7.77,55.3,38.0,yes,delayed,3,775.81,17.299999999999997,Delayed,55:18,38:00,17:18,Medium,45.53,5.52,Average,2.54,Medium
7639,shawn brown,ekart,cosmetics,van,standard,north,rainy,260.5,13.12,36.6,38.0,no,delivered,4,1341.86,-1.3999999999999986,On Time,36:36,38:00,-01:24,Long,-3.68,5.15,Good,7.12,Medium
7640,mary hill,ekart,clothing,van,two day,central,hot,20.4,21.59,47.2,50.0,no,delivered,4,166.77,-2.799999999999997,On Time,47:12,50:00,-02:48,Short,-5.6,8.18,Good,0.43,Heavy
7641,olivia francis,delhivery,cosmetics,ev bike,same day,central,rainy,297.1,42.21,54.3,37.7,yes,delayed,3,1632.7206,16.599999999999994,Delayed,54:18,37:42,16:36,Long,44.03,5.5,Average,5.47,Heavy
7642,matthew guzman,ecom express,furniture,bike,express,central,clear,124.3,0.82,33.1,36.4,no,delivered,3,673.96,-3.299999999999997,On Time,33:06,36:24,-03:18,Medium,-9.07,5.42,Average,3.76,Light
7643,teresa collins,dhl,documents,scooter,same day,west,foggy,260.3,38.87,36.1,34.0,yes,delayed,3,1518.11,2.1000000000000014,Delayed,36:06,34:00,02:06,Long,6.18,5.83,Average,7.21,Heavy
7644,jose jones,amazon logistics,furniture,ev bike,two day,west,foggy,11.9,42.36,45.2,49.2,no,delivered,5,186.58,-4.0,On Time,45:12,49:12,-04:00,Short,-8.13,15.68,Excellent,0.26,Heavy
7645,brad fisher,xpressbees,furniture,bike,standard,west,rainy,57.0,28.48,17.1,17.7,no,delivered,4,370.44,-0.5999999999999979,On Time,17:06,17:42,-00:36,Short,-3.39,6.5,Good,3.33,Heavy
7646,martin esparza,blue dart,clothing,ev bike,two day,north,hot,176.8,2.8,2.0,5.7,no,delivered,5,892.4,-3.7,On Time,02:00,05:42,-03:42,Medium,-64.91,5.05,Excellent,88.4,Light
7647,rebecca ross,amazon logistics,pharmacy,ev bike,standard,north,hot,5.5,27.9,10.5,12.6,no,delivered,4,111.2,-2.0999999999999996,On Time,10:30,12:36,-02:06,Short,-16.67,20.22,Good,0.52,Heavy
7648,brandon bennett,fedex,pharmacy,scooter,two day,central,stormy,168.2,15.47,2.5,4.8,no,delivered,5,887.41,-2.3,On Time,02:30,04:48,-02:18,Medium,-47.92,5.28,Excellent,67.28,Heavy
7649,elizabeth vasquez,shadowfax,groceries,truck,express,west,foggy,82.0,15.74,35.7,32.2,yes,delayed,3,507.22,3.5,Delayed,35:42,32:12,03:30,Short,10.87,6.19,Average,2.3,Heavy
7650,julia marks,blue dart,furniture,van,express,south,clear,159.5,18.84,57.5,40.0,yes,failed,2,904.02,17.5,Delayed,57:30,40:00,17:30,Medium,43.75,5.67,Poor,2.77,Heavy
7651,megan moore,amazon logistics,pharmacy,scooter,two day,west,hot,224.9,2.8,8.3,10.5,no,delivered,4,1132.9,-2.1999999999999993,On Time,08:18,10:30,-02:12,Medium,-20.95,5.04,Good,27.1,Light
7652,jerry johnson,ecom express,furniture,bike,standard,east,foggy,188.4,11.58,26.9,30.8,no,delivered,3,976.74,-3.900000000000002,On Time,26:54,30:48,-03:54,Medium,-12.66,5.18,Average,7.0,Medium
7653,grace young,dhl,groceries,ev van,standard,central,stormy,223.8,25.65,33.2,34.4,no,delivered,4,1195.95,-1.1999999999999957,On Time,33:12,34:24,-01:12,Medium,-3.49,5.34,Good,6.74,Heavy
7654,connie ramos,delhivery,automobile parts,ev van,express,east,rainy,104.8,17.28,47.0,34.5,yes,delayed,2,625.84,12.5,Delayed,47:00,34:30,12:30,Medium,36.23,5.97,Poor,2.23,Heavy
7655,justin soto,amazon logistics,fragile items,ev van,two day,west,rainy,215.3,40.45,6.4,9.5,no,delivered,4,1197.85,-3.0999999999999996,On Time,06:24,09:30,-03:06,Medium,-32.63,5.56,Good,33.64,Heavy
7656,mr. mark taylor md,amazon logistics,groceries,bike,express,central,stormy,161.6,42.88,46.4,40.2,yes,delayed,3,986.64,6.199999999999996,Delayed,46:24,40:12,06:12,Medium,15.42,6.11,Average,3.48,Heavy
7657,ashley black,fedex,cosmetics,ev van,same day,east,rainy,153.0,5.03,21.6,23.3,no,delivered,5,880.09,-1.6999999999999993,On Time,21:36,23:18,-01:42,Medium,-7.3,5.75,Excellent,7.08,Medium
7658,john walker,shadowfax,fragile items,truck,express,central,foggy,188.2,41.45,52.0,42.8,yes,delayed,3,1115.35,9.200000000000003,Delayed,52:00,42:48,09:12,Medium,21.5,5.93,Average,3.62,Heavy
7659,jasmine scott,ekart,electronics,truck,two day,central,cold,151.6,46.99,3.0,3.2,no,delivered,3,898.97,-0.20000000000000018,On Time,03:00,03:12,-00:12,Medium,-6.25,5.93,Average,50.53,Heavy
7660,james mckinney,delhivery,pharmacy,van,two day,north,rainy,134.5,16.99,58.5,1.4,no,delivered,4,723.47,57.1,Delayed,58:30,01:24,57:06,Medium,4078.57,5.38,Good,2.3,Heavy
7661,mitchell wilson,ecom express,fragile items,scooter,two day,north,foggy,95.5,18.44,55.9,57.6,no,delivered,5,532.82,-1.7000000000000028,On Time,55:54,57:36,-01:42,Short,-2.95,5.58,Excellent,1.71,Heavy
7662,kenneth gonzalez,fedex,electronics,scooter,express,north,rainy,180.9,29.06,46.7,42.1,yes,failed,1,1041.68,4.600000000000001,Delayed,46:42,42:06,04:36,Medium,10.93,5.76,Poor,3.87,Heavy
7663,carrie mccarthy,ekart,groceries,scooter,express,east,clear,89.6,17.04,30.8,33.0,no,delivered,4,549.12,-2.1999999999999993,On Time,30:48,33:00,-02:12,Short,-6.67,6.13,Good,2.91,Heavy
7664,cynthia alvarez,xpressbees,fragile items,ev bike,two day,central,foggy,3.6,49.08,45.6,48.4,no,delivered,3,152.74,-2.799999999999997,On Time,45:36,48:24,-02:48,Short,-5.79,42.43,Average,0.08,Heavy
7665,shawn chan,delhivery,automobile parts,ev van,same day,west,stormy,19.7,35.41,7.7,10.0,no,delivered,3,304.73,-2.3,On Time,07:42,10:00,-02:18,Short,-23.0,15.47,Average,2.56,Heavy
7666,samantha howard,delhivery,automobile parts,ev van,express,west,rainy,263.9,1.34,1.4,50.4,yes,delayed,2,1373.52,-49.0,On Time,01:24,50:24,-49:00,Long,-97.22,5.2,Poor,188.5,Light
7667,tara nguyen,ekart,pharmacy,ev van,express,south,foggy,254.1,25.91,1.3,49.4,yes,delayed,2,1398.23,-48.1,On Time,01:18,49:24,-48:06,Long,-97.37,5.5,Poor,195.46,Heavy
7668,jasmine jones,fedex,electronics,bike,standard,north,hot,287.3,9.02,39.8,40.7,no,delivered,4,1463.56,-0.9000000000000057,On Time,39:48,40:42,-00:54,Long,-2.21,5.09,Good,7.22,Medium
7669,carla holloway,dhl,electronics,ev bike,standard,north,foggy,134.7,28.16,25.1,25.5,no,delivered,3,757.98,-0.3999999999999986,On Time,25:06,25:30,-00:24,Medium,-1.57,5.63,Average,5.37,Heavy
7670,kristy griffin,blue dart,fragile items,ev van,express,north,stormy,82.1,38.02,48.1,32.2,yes,delayed,2,574.56,15.899999999999999,Delayed,48:06,32:12,15:54,Short,49.38,7.0,Poor,1.71,Heavy
7671,james perez,dhl,cosmetics,truck,two day,north,rainy,297.1,21.36,25.6,17.7,yes,delayed,3,1562.08,7.900000000000002,Delayed,25:36,17:42,07:54,Long,44.63,5.26,Average,11.61,Heavy
7672,peter morgan,dhl,clothing,truck,same day,central,foggy,182.9,2.13,24.3,26.3,no,delivered,5,1020.89,-2.0,On Time,24:18,26:18,-02:00,Medium,-7.6,5.58,Excellent,7.53,Light
7673,kimberly prince,fedex,clothing,van,standard,north,clear,272.5,20.26,36.1,39.2,no,delivered,5,1423.28,-3.1000000000000014,On Time,36:06,39:12,-03:06,Long,-7.91,5.22,Excellent,7.55,Heavy
7674,brian james,shadowfax,clothing,ev bike,standard,south,stormy,107.8,15.85,20.7,22.8,no,delivered,4,586.55,-2.1000000000000014,On Time,20:42,22:48,-02:06,Medium,-9.21,5.44,Good,5.21,Heavy
7675,bryan lopez,amazon logistics,fragile items,ev bike,two day,central,stormy,232.0,12.37,10.5,11.2,no,delivered,5,1197.11,-0.6999999999999993,On Time,10:30,11:12,-00:42,Medium,-6.25,5.16,Excellent,22.1,Medium
7676,tiffany sanchez,amazon logistics,cosmetics,truck,two day,south,rainy,234.1,14.09,9.3,11.4,no,delivered,5,1212.77,-2.0999999999999996,On Time,09:18,11:24,-02:06,Medium,-18.42,5.18,Excellent,25.17,Medium
7677,robert stephens,ekart,automobile parts,bike,two day,west,foggy,197.7,8.55,6.1,7.8,no,delivered,5,1014.15,-1.7000000000000002,On Time,06:06,07:48,-01:42,Medium,-21.79,5.13,Excellent,32.41,Medium
7678,jason jennings,ecom express,clothing,ev van,two day,east,hot,73.6,48.85,55.1,55.4,no,delivered,5,514.55,-0.29999999999999716,On Time,55:06,55:24,-00:18,Short,-0.54,6.99,Excellent,1.34,Heavy
7679,deanna scott,fedex,cosmetics,truck,same day,west,foggy,249.7,31.45,51.6,33.0,yes,delayed,2,1442.85,18.6,Delayed,51:36,33:00,18:36,Medium,56.36,5.78,Poor,4.84,Heavy
7680,crystal horton,blue dart,automobile parts,ev van,express,south,cold,141.3,3.81,37.0,38.1,no,delivered,5,767.93,-1.1000000000000014,On Time,37:00,38:06,-01:06,Medium,-2.89,5.43,Excellent,3.82,Light
7681,kristina gonzales,dhl,furniture,ev bike,same day,central,cold,226.5,37.3,38.9,30.6,yes,delayed,3,1344.4,8.299999999999997,Delayed,38:54,30:36,08:18,Medium,27.12,5.94,Average,5.82,Heavy
7682,donna mccall,xpressbees,cosmetics,truck,same day,west,clear,163.1,15.01,23.9,24.3,no,delivered,3,960.53,-0.40000000000000213,On Time,23:54,24:18,-00:24,Medium,-1.65,5.89,Average,6.82,Heavy
7683,christopher irwin,amazon logistics,pharmacy,ev bike,two day,south,rainy,32.8,27.9,50.3,51.3,no,delivered,4,247.7,-1.0,On Time,50:18,51:18,-01:00,Short,-1.95,7.55,Good,0.65,Heavy
7684,ashley wilson,dhl,electronics,scooter,same day,west,rainy,131.8,40.98,39.9,21.2,yes,delayed,2,881.94,18.7,Delayed,39:54,21:12,18:42,Medium,88.21,6.69,Poor,3.3,Heavy
7685,john hicks,blue dart,groceries,van,standard,west,stormy,114.3,28.0,21.2,23.4,no,delivered,3,655.5,-2.1999999999999993,On Time,21:12,23:24,-02:12,Medium,-9.4,5.73,Average,5.39,Heavy
7686,daniel flynn,blue dart,documents,bike,same day,central,stormy,278.1,9.03,46.8,35.8,yes,delayed,3,1517.59,11.0,Delayed,46:48,35:48,11:00,Long,30.73,5.46,Average,5.94,Medium
7687,sarah martinez,delhivery,electronics,ev bike,same day,south,hot,251.3,47.02,31.5,33.1,no,delivered,4,1497.56,-1.6000000000000014,On Time,31:30,33:06,-01:36,Long,-4.83,5.96,Good,7.98,Heavy
7688,jenna wilson,xpressbees,pharmacy,scooter,two day,central,foggy,95.8,30.86,57.5,57.6,no,delivered,4,571.58,-0.10000000000000142,On Time,57:30,57:36,-00:06,Short,-0.17,5.97,Good,1.67,Heavy
7689,pam hernandez,fedex,automobile parts,bike,standard,west,foggy,183.5,44.92,30.4,30.4,no,delivered,5,1052.26,0.0,On Time,30:24,30:24,00:00,Medium,0.0,5.73,Excellent,6.04,Heavy
7690,matthew gill,fedex,electronics,ev bike,two day,east,foggy,133.0,16.76,1.3,1.3,no,delivered,5,715.28,0.0,On Time,01:18,01:18,00:00,Medium,0.0,5.38,Excellent,102.31,Heavy
7691,elizabeth small,xpressbees,documents,scooter,standard,west,hot,197.2,21.61,28.7,31.7,no,delivered,3,1050.83,-3.0,On Time,28:42,31:42,-03:00,Medium,-9.46,5.33,Average,6.87,Heavy
7692,james sparks,amazon logistics,cosmetics,scooter,same day,east,foggy,130.7,26.99,20.3,21.1,no,delivered,5,834.47,-0.8000000000000007,On Time,20:18,21:06,-00:48,Medium,-3.79,6.38,Excellent,6.44,Heavy
7693,christine scott,amazon logistics,documents,bike,express,central,stormy,122.8,1.71,50.1,36.3,yes,delayed,3,669.13,13.800000000000004,Delayed,50:06,36:18,13:48,Medium,38.02,5.45,Average,2.45,Light
7694,katherine klein,blue dart,clothing,truck,standard,north,clear,233.5,27.67,34.5,35.4,no,delivered,4,1250.51,-0.8999999999999986,On Time,34:30,35:24,-00:54,Medium,-2.54,5.36,Good,6.77,Heavy
7695,kenneth hansen,shadowfax,clothing,van,express,west,foggy,285.0,33.75,2.5,52.5,yes,delayed,2,1576.25,-50.0,On Time,02:30,52:30,-50:00,Long,-95.24,5.53,Poor,114.0,Heavy
7696,stephen ramos,amazon logistics,electronics,truck,same day,central,foggy,14.6,19.13,9.3,9.5,no,delivered,3,230.39,-0.1999999999999993,On Time,09:18,09:30,-00:12,Short,-2.11,15.78,Average,1.57,Heavy
7697,mrs. meghan sanders,xpressbees,automobile parts,van,standard,north,cold,7.5,26.22,10.1,12.8,no,delivered,4,116.16,-2.700000000000001,On Time,10:06,12:48,-02:42,Short,-21.09,15.49,Good,0.74,Heavy
7698,david daniel,ekart,furniture,ev bike,same day,east,clear,157.2,37.42,23.5,23.7,no,delivered,3,998.26,-0.1999999999999993,On Time,23:30,23:42,-00:12,Medium,-0.84,6.35,Average,6.69,Heavy
7699,danielle griffin,dhl,automobile parts,van,same day,west,foggy,217.0,48.75,28.5,29.7,no,delivered,4,1331.25,-1.1999999999999993,On Time,28:30,29:42,-01:12,Medium,-4.04,6.13,Good,7.61,Heavy
7700,christina perry,ecom express,cosmetics,ev bike,two day,central,stormy,274.9,6.79,14.9,15.5,no,delivered,4,1394.87,-0.5999999999999996,On Time,14:54,15:30,-00:36,Long,-3.87,5.07,Good,18.45,Medium
7701,mr. eric baker,delhivery,groceries,van,same day,north,foggy,88.1,46.86,15.8,16.8,no,delivered,3,681.08,-1.0,On Time,15:48,16:48,-01:00,Short,-5.95,7.73,Average,5.58,Heavy
7702,helen chan,fedex,automobile parts,bike,same day,south,rainy,143.6,21.22,22.0,22.4,no,delivered,4,881.66,-0.3999999999999986,On Time,22:00,22:24,-00:24,Medium,-1.79,6.14,Good,6.53,Heavy
7703,jason brooks,blue dart,documents,van,two day,east,stormy,248.3,14.95,10.8,12.8,no,delivered,5,1286.35,-2.0,On Time,10:48,12:48,-02:00,Medium,-15.62,5.18,Excellent,22.99,Medium
7704,matthew perez,ecom express,clothing,scooter,standard,west,clear,103.1,30.9,18.9,22.3,no,delivered,3,608.2,-3.400000000000002,On Time,18:54,22:18,-03:24,Medium,-15.25,5.9,Average,5.46,Heavy
7705,frank whitaker,delhivery,fragile items,van,two day,north,stormy,20.6,20.63,48.6,50.1,no,delivered,4,164.89,-1.5,On Time,48:36,50:06,-01:30,Short,-2.99,8.0,Good,0.42,Heavy
7706,david savage,delhivery,furniture,bike,two day,central,cold,254.4,45.63,13.1,13.4,no,delivered,4,1408.89,-0.3000000000000007,On Time,13:06,13:24,-00:18,Long,-2.24,5.54,Good,19.42,Heavy
7707,stephanie vargas,ekart,groceries,ev bike,two day,east,stormy,80.8,40.37,54.0,56.1,no,delivered,3,525.11,-2.1000000000000014,On Time,54:00,56:06,-02:06,Short,-3.74,6.5,Average,1.5,Heavy
7708,jamie welch,blue dart,pharmacy,truck,two day,east,hot,296.5,49.1,14.0,17.6,no,delivered,4,1629.8,-3.6000000000000014,On Time,14:00,17:36,-03:36,Long,-20.45,5.5,Good,21.18,Heavy
7709,cassandra gaines,fedex,automobile parts,bike,two day,west,hot,76.7,12.15,53.9,55.7,no,delivered,5,419.95,-1.8000000000000043,On Time,53:54,55:42,-01:48,Short,-3.23,5.48,Excellent,1.42,Medium
7710,natalie benjamin,ekart,documents,ev van,same day,east,stormy,188.6,4.25,38.1,26.9,yes,delayed,2,1055.75,11.200000000000003,Delayed,38:06,26:54,11:12,Medium,41.64,5.6,Poor,4.95,Light
7711,timothy melton,dhl,automobile parts,van,two day,south,hot,278.9,41.87,12.4,15.9,no,delivered,3,1520.11,-3.5,On Time,12:24,15:54,-03:30,Long,-22.01,5.45,Average,22.49,Heavy
7712,patrick farmer,shadowfax,automobile parts,scooter,express,east,cold,79.2,43.06,28.2,31.9,no,delivered,4,575.18,-3.6999999999999993,On Time,28:12,31:54,-03:42,Short,-11.6,7.26,Good,2.81,Heavy
7713,laura nolan,shadowfax,cosmetics,bike,standard,north,stormy,128.5,39.28,23.1,24.8,no,delivered,4,760.34,-1.6999999999999993,On Time,23:06,24:48,-01:42,Medium,-6.85,5.92,Good,5.56,Heavy
7714,annette horn,ecom express,clothing,scooter,standard,central,rainy,129.5,1.83,24.7,25.0,no,delivered,3,652.99,-0.3000000000000007,On Time,24:42,25:00,-00:18,Medium,-1.2,5.04,Average,5.24,Light
7715,kristina willis,fedex,electronics,bike,standard,south,stormy,160.0,16.3,27.8,28.0,no,delivered,5,848.9,-0.1999999999999993,On Time,27:48,28:00,-00:12,Medium,-0.71,5.31,Excellent,5.76,Heavy
7716,terry williams,shadowfax,clothing,van,same day,south,foggy,111.4,1.22,19.0,19.1,no,delivered,5,660.66,-0.10000000000000142,On Time,19:00,19:06,-00:06,Medium,-0.52,5.93,Excellent,5.86,Light
7717,jessica barnes,xpressbees,cosmetics,truck,express,north,clear,160.5,20.61,48.3,40.0,yes,delayed,3,914.33,8.299999999999997,Delayed,48:18,40:00,08:18,Medium,20.75,5.7,Average,3.32,Heavy
7718,tracy booker,blue dart,groceries,van,two day,south,cold,188.8,5.21,3.3,6.9,no,delivered,3,959.63,-3.6000000000000005,On Time,03:18,06:54,-03:36,Medium,-52.17,5.08,Average,57.21,Medium
7719,dennis mills,xpressbees,automobile parts,ev van,express,north,hot,91.7,49.52,31.5,33.2,no,delivered,4,657.48,-1.7000000000000028,On Time,31:30,33:12,-01:42,Short,-5.12,7.17,Good,2.91,Heavy
7720,janice callahan,amazon logistics,electronics,ev van,two day,north,foggy,187.2,19.02,6.4,6.7,no,delivered,5,993.06,-0.2999999999999998,On Time,06:24,06:42,-00:18,Medium,-4.48,5.3,Excellent,29.25,Heavy
7721,kimberly fox,ekart,groceries,scooter,two day,west,cold,63.0,19.2,53.4,54.3,no,delivered,5,372.6,-0.8999999999999986,On Time,53:24,54:18,-00:54,Short,-1.66,5.91,Excellent,1.18,Heavy
7722,latasha hernandez,blue dart,documents,truck,express,south,rainy,78.9,33.65,51.4,31.9,yes,failed,1,545.45,19.5,Delayed,51:24,31:54,19:30,Short,61.13,6.91,Poor,1.54,Heavy
