delivery_id,customer_name,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
2513,Diana Arnold,ekart,furniture,bike,standard,east,stormy,96.5,3.99,21:12.0,21:36.0,no,delivered,3,494.47
2514,Kenneth Ramirez,ekart,furniture,truck,express,south,clear,256,42.63,48:00.0,49:36.0,no,delivered,4,1457.89
2515,John Stout,ecom express,cosmetics,ev van,same day,north,clear,6.8,11.49,06:42.0,08:42.0,no,delivered,4,168.47
2516,Rebecca Blake,fedex,clothing,ev van,standard,south,hot,209.6,42.77,32:00.0,33:00.0,no,delivered,5,1176.31
2517,Alexis Wells,delhivery,electronics,bike,express,south,rainy,153.5,28.22,55:00.0,39:24.0,yes,delayed,3,902.16
2518,Mrs. Julie Durham,fedex,cosmetics,ev van,express,south,hot,113.4,26.71,52:30.0,35:18.0,yes,delayed,2,697.13
2519,Luis Watson,fedex,automobile parts,ev van,express,east,cold,268.4,10.11,56:48.0,50:48.0,yes,delayed,3,1422.33
2520,Juan Wright,amazon logistics,clothing,bike,same day,central,clear,228.1,29.88,35:30.0,30:48.0,yes,delayed,2,1330.14
2521,Anna Morales,xpressbees,groceries,truck,express,central,cold,181.9,24.44,54:12.0,42:12.0,yes,delayed,2,1032.82
2522,Christine Gonzalez,blue dart,pharmacy,ev bike,two day,east,hot,125.9,29.61,59:42.0,00:36.0,no,delivered,5,718.33
2523,Todd Barker,blue dart,clothing,bike,same day,south,stormy,274.4,46.51,39:24.0,35:24.0,yes,failed,1,1611.53
2524,Steven Mayo,shadowfax,fragile items,ev bike,same day,north,rainy,281.6,10.18,35:12.0,36:12.0,no,delivered,5,1538.54
2525,Travis Middleton,delhivery,documents,van,same day,east,rainy,220.3,38.72,45:24.0,30:00.0,yes,delayed,3,1317.66
2526,Jordan Reed,ekart,furniture,scooter,two day,west,rainy,127.9,29.83,58:42.0,00:48.0,no,delivered,4,728.99
2527,Brandi Rodriguez,blue dart,groceries,scooter,standard,east,stormy,295,49.27,38:48.0,41:30.0,no,delivered,4,1622.81
2528,Pamela Cox,delhivery,cosmetics,truck,two day,north,clear,14.4,14.59,47:48.0,49:24.0,no,delivered,5,115.77
2529,Diana Clarke,ecom express,clothing,ev bike,two day,west,foggy,255,44.17,12:06.0,13:30.0,no,delivered,4,1407.51
2530,Heather Rivera,delhivery,electronics,ev bike,standard,south,stormy,89.7,10.54,19:30.0,21:00.0,no,delivered,3,480.12
2531,Jose Jordan,delhivery,furniture,scooter,standard,east,stormy,146.8,33.59,26:06.0,26:42.0,no,delivered,4,834.77
2532,Lisa Gillespie,ecom express,fragile items,ev bike,standard,central,clear,26.7,33.67,13:24.0,14:42.0,no,delivered,5,234.51
2533,Stephanie Rowland,blue dart,pharmacy,ev bike,same day,west,rainy,140.5,23.29,20:48.0,22:00.0,no,delivered,5,872.37
2534,Katelyn Harper,amazon logistics,cosmetics,bike,express,east,clear,69.6,20.5,43:00.0,31:00.0,yes,delayed,2,459.5
2535,Parker Cain,delhivery,groceries,scooter,standard,central,cold,95.4,48.27,21:06.0,21:30.0,no,delivered,4,621.81
2536,Benjamin Jones,blue dart,clothing,bike,express,south,cold,170.3,36.55,59:12.0,41:00.0,yes,failed,1,1011.15
2537,Joseph Gonzalez,delhivery,groceries,ev van,express,south,cold,291.7,38.1,52:30.0,53:12.0,no,delivered,4,1622.8
2538,Manuel Martin,xpressbees,automobile parts,van,standard,south,cold,68.4,38.71,18:30.0,18:48.0,no,delivered,3,458.13
2539,Jodi Hunt,shadowfax,fragile items,scooter,same day,central,cold,103.5,14.77,17:36.0,18:24.0,no,delivered,4,661.81
2540,Megan Gonzalez,fedex,cosmetics,ev van,standard,central,rainy,72.7,8.66,18:12.0,19:18.0,no,delivered,3,389.48
2541,Zachary Duran,ekart,documents,ev bike,same day,south,cold,152,8.61,19:48.0,23:12.0,no,delivered,4,885.83
2542,Anthony Marshall,delhivery,pharmacy,ev van,standard,north,clear,81,30.45,19:48.0,20:06.0,no,delivered,4,496.35
2543,Steven Hoffman,shadowfax,pharmacy,ev bike,two day,central,clear,58.5,22.64,51:54.0,53:48.0,no,delivered,5,360.42
2544,Adam Jimenez,ekart,pharmacy,ev van,express,east,rainy,196,16.64,49:36.0,43:36.0,yes,delayed,3,1079.92
2545,Charles Steele,shadowfax,automobile parts,scooter,same day,west,rainy,53.5,8.33,12:42.0,13:24.0,no,delivered,5,392.49
2546,Crystal Peterson,xpressbees,cosmetics,scooter,express,north,hot,169.4,12.24,56:24.0,40:54.0,yes,failed,1,933.72
2547,Karen Pittman,amazon logistics,clothing,bike,two day,east,hot,17.2,15.42,48:54.0,49:42.0,no,delivered,4,132.26
2548,Mark James,fedex,clothing,van,two day,west,clear,215.7,31.99,08:24.0,09:36.0,no,delivered,3,1174.47
2549,Robert Meyer,delhivery,pharmacy,truck,two day,east,foggy,3.6,31.74,47:06.0,48:24.0,no,delivered,4,100.72
2550,Jenny Sanchez,ekart,fragile items,truck,same day,central,clear,204,35.56,26:00.0,28:24.0,no,delivered,3,1226.68
2551,Malik Hogan,amazon logistics,automobile parts,ev bike,two day,east,cold,44.3,37.35,50:30.0,52:24.0,no,delivered,5,333.55
2552,Haley Jackson,fedex,pharmacy,ev bike,standard,east,hot,211.1,36.25,32:12.0,33:06.0,no,delivered,4,1164.25
2553,Michael Day,shadowfax,furniture,ev bike,express,south,clear,25.3,3.21,26:18.0,26:30.0,no,delivered,4,186.13
2554,April Davidson,fedex,fragile items,truck,two day,west,hot,96.4,32.07,56:24.0,57:36.0,no,delivered,5,578.21
2555,Garrett Oliver,blue dart,automobile parts,scooter,standard,east,rainy,213.4,44.94,31:06.0,33:18.0,no,delivered,4,1201.82
2556,Megan Carpenter,ecom express,electronics,van,standard,west,rainy,186.1,49.52,27:48.0,30:36.0,no,delivered,4,1079.15
2557,David Sawyer,xpressbees,documents,ev van,same day,west,stormy,87.6,1.45,34:18.0,16:48.0,yes,delayed,2,542.35
2558,Katherine Hobbs,ecom express,groceries,ev bike,express,south,rainy,137.8,20.66,47:00.0,37:48.0,yes,delayed,3,800.98
2559,Aaron Diaz,amazon logistics,pharmacy,ev van,express,south,foggy,100.6,13.18,36:48.0,34:06.0,yes,delayed,3,592.54
2560,Ricardo Bryan,ekart,documents,truck,express,south,cold,4.6,10.1,27:42.0,24:30.0,yes,delayed,2,103.3
2561,James Webster,ekart,documents,ev bike,two day,south,foggy,168.9,33.8,03:36.0,04:54.0,no,delivered,5,945.9
2562,Kathy Jackson,ekart,electronics,van,express,central,clear,296.9,19.76,53:30.0,53:42.0,no,delivered,3,1593.78
2563,Thomas Alexander,ecom express,electronics,bike,standard,south,stormy,154.5,40.42,26:42.0,27:24.0,no,delivered,4,893.76
2564,Jeffrey Morgan,shadowfax,furniture,ev bike,same day,north,clear,112.3,33.92,18:00.0,19:12.0,no,delivered,5,763.26
2565,Leah Dixon,fedex,automobile parts,bike,two day,central,hot,149,17.25,00:24.0,02:54.0,no,delivered,4,796.75
2566,Cory Chambers,ecom express,documents,truck,standard,south,hot,214.9,8.16,28:30.0,33:30.0,no,delivered,3,1098.98
2567,Michael Flowers,shadowfax,documents,ev van,standard,south,foggy,30.6,5.09,14:54.0,15:06.0,no,delivered,5,168.27
2568,Ronald Martin,ecom express,documents,bike,same day,south,stormy,134.7,16.95,41:12.0,21:30.0,yes,delayed,2,824.35
2569,Richard Mosley,ecom express,automobile parts,ev bike,two day,east,clear,52.9,20.5,52:36.0,53:18.0,no,delivered,4,326
2570,Scott Mcdonald,delhivery,pharmacy,ev van,standard,south,stormy,194.6,4.81,30:42.0,31:30.0,no,delivered,4,987.43
2571,David Johnson,dhl,pharmacy,truck,same day,central,hot,285.6,24.29,55:36.0,36:36.0,yes,delayed,2,1600.87
2572,Roberto Smith,xpressbees,clothing,ev bike,two day,east,cold,70.6,40.33,53:42.0,55:06.0,no,delivered,4,473.99
2573,Christopher Dudley,amazon logistics,automobile parts,ev van,standard,north,hot,117.8,14.05,23:06.0,23:48.0,no,delivered,5,631.15
2574,Stephen Campbell,blue dart,clothing,ev bike,express,east,rainy,82,4.05,46:18.0,32:12.0,yes,delayed,3,472.15
2575,David Barber,ekart,automobile parts,bike,same day,south,stormy,116.7,45.63,33:54.0,19:42.0,yes,failed,1,820.39
2576,Brian Gomez,fedex,automobile parts,ev bike,same day,south,rainy,138.3,15.76,36:00.0,21:48.0,yes,delayed,2,838.78
2577,Sarah Bradley,amazon logistics,pharmacy,ev bike,same day,central,stormy,233.8,16.82,33:36.0,31:24.0,yes,delayed,3,1319.46
2578,Lisa Booker,blue dart,fragile items,scooter,standard,north,cold,169,5.08,27:12.0,28:54.0,no,delivered,3,860.24
2579,James Fields,shadowfax,automobile parts,truck,two day,west,foggy,150.8,30.52,02:42.0,03:06.0,no,delivered,4,845.56
2580,Kelsey Roberts,ekart,pharmacy,ev van,express,west,hot,10.1,35.47,35:06.0,25:00.0,yes,delayed,2,206.91
2581,Nicholas Cherry,blue dart,cosmetics,ev van,same day,south,clear,13.6,13.07,05:18.0,09:24.0,no,delivered,3,207.21
2582,James Aguilar,fedex,pharmacy,ev van,same day,east,hot,258.4,18.62,41:36.0,33:48.0,yes,delayed,3,1447.86
2583,Brianna Wolf,dhl,furniture,ev bike,same day,north,hot,248.8,47.82,49:00.0,32:54.0,yes,delayed,3,1487.46
2584,Heather Becker,shadowfax,groceries,bike,express,east,hot,42.6,28.59,27:24.0,28:18.0,no,delivered,4,348.77
2585,Vincent Castillo,ekart,pharmacy,van,express,east,foggy,264,40.16,05:42.0,50:24.0,yes,delayed,2,1490.48
2586,Dale Walker,amazon logistics,documents,scooter,standard,east,hot,293.8,18,41:06.0,41:24.0,no,delivered,4,1523
2587,Dominique Davidson,delhivery,clothing,bike,same day,west,cold,214.9,16.21,25:18.0,29:30.0,no,delivered,5,1223.13
2588,Ashley Lopez,amazon logistics,documents,scooter,express,central,clear,139.8,7.45,37:54.0,38:00.0,no,delivered,5,771.35
2589,Miss Kimberly Holloway,delhivery,electronics,ev van,standard,east,cold,67.2,11.22,16:54.0,18:42.0,no,delivered,4,369.66
2590,Gina Spencer,xpressbees,automobile parts,truck,standard,central,foggy,266.6,23.93,36:48.0,38:42.0,no,delivered,4,1404.79
2591,Adam Lozano,dhl,documents,ev bike,two day,central,rainy,106.9,13.74,58:12.0,58:42.0,no,delivered,3,575.72
2592,Amy Campbell,dhl,fragile items,truck,express,south,clear,72.9,15.45,29:24.0,31:18.0,no,delivered,4,460.85
2593,Robert Haynes,delhivery,groceries,van,same day,south,rainy,173.2,28.51,24:24.0,25:18.0,no,delivered,4,1051.53
2594,Tracy Avila,xpressbees,groceries,van,same day,east,stormy,271.9,37.47,39:24.0,35:12.0,yes,delayed,3,1571.91
2595,Sherry Tapia,blue dart,documents,ev van,two day,east,hot,261.3,49.52,12:42.0,14:06.0,no,delivered,5,1456.29
2596,William Levy,shadowfax,fragile items,scooter,two day,south,hot,243.1,3.9,11:36.0,12:18.0,no,delivered,4,1227.2
2597,Melinda Patterson,xpressbees,furniture,scooter,two day,north,hot,93.5,19.58,56:54.0,57:24.0,no,delivered,3,526.24
2598,Richard Herman,amazon logistics,furniture,ev van,two day,west,hot,229.5,18.25,10:24.0,11:00.0,no,delivered,5,1202.25
2599,Ryan Arnold,xpressbees,pharmacy,van,standard,east,clear,269.5,13.15,37:24.0,39:00.0,no,delivered,5,1386.95
2600,Barbara Hopkins,ekart,fragile items,ev van,express,north,foggy,251.6,5.98,03:00.0,49:12.0,yes,delayed,2,1325.94
2601,Jeremy Stone,xpressbees,pharmacy,ev van,express,central,stormy,183.9,11.41,01:42.0,42:24.0,yes,delayed,2,1003.73
2602,Melissa Evans,amazon logistics,furniture,bike,two day,central,clear,170.2,15.1,02:06.0,05:00.0,no,delivered,3,896.3
2603,Shawn Ware,ekart,automobile parts,ev bike,express,north,rainy,253.3,25.99,56:06.0,49:18.0,yes,failed,2,1394.47
2604,Kelsey Smith,blue dart,automobile parts,bike,two day,east,rainy,157.5,1.79,02:48.0,03:48.0,no,delivered,5,792.87
2605,Jessica Lane,ecom express,automobile parts,ev van,standard,west,clear,74.5,25.16,18:54.0,19:24.0,no,delivered,4,447.98
2606,Rachael Bailey,blue dart,electronics,bike,same day,south,foggy,136,47.32,20:54.0,21:36.0,no,delivered,3,921.96
2607,Ronald Jacobs,shadowfax,automobile parts,ev van,standard,south,foggy,254.9,39.66,36:18.0,37:30.0,no,delivered,5,1393.48
2608,Alice Morrison,ekart,clothing,ev bike,two day,south,stormy,6.6,32.34,46:18.0,48:42.0,no,delivered,4,130.02
2609,Charles May,blue dart,pharmacy,truck,two day,south,clear,124.9,25.29,57:12.0,00:30.0,no,delivered,5,700.37
2610,Taylor Pearson,xpressbees,pharmacy,scooter,same day,west,cold,257.6,21.61,42:18.0,33:48.0,yes,delayed,2,1452.83
2611,Lori Tate,blue dart,clothing,scooter,same day,north,rainy,163.3,14.02,21:48.0,24:18.0,no,delivered,5,958.56
2612,Patricia Jones,xpressbees,electronics,van,express,west,stormy,118.8,30.13,54:54.0,35:54.0,yes,delayed,2,734.39
2613,Nathaniel Cummings,xpressbees,automobile parts,ev van,same day,east,stormy,214.2,23.92,38:12.0,29:24.0,yes,delayed,3,1242.76
2614,Julia Gray,delhivery,automobile parts,ev van,same day,west,clear,184.6,39.55,25:30.0,26:30.0,no,delivered,5,1141.65
2615,Christopher Singh,blue dart,clothing,truck,express,central,rainy,169.3,15.88,44:06.0,40:54.0,yes,delayed,2,944.14
2616,Sharon Blake,amazon logistics,pharmacy,scooter,same day,east,hot,70.2,12.39,14:12.0,15:00.0,no,delivered,5,488.17
2617,Megan Juarez,fedex,clothing,truck,standard,north,foggy,276.4,38.11,36:36.0,39:36.0,no,delivered,4,1496.33
2618,Aaron Silva,blue dart,pharmacy,ev bike,express,east,rainy,26.2,27.51,36:06.0,26:36.0,yes,delayed,2,263.53
2619,Katherine Alvarez,ecom express,documents,truck,express,south,hot,207.8,38.55,41:18.0,44:48.0,no,delivered,4,1204.65
2620,Matthew Austin,ekart,cosmetics,ev van,two day,east,hot,201.1,40.97,07:54.0,08:06.0,no,delivered,5,1128.41
2621,Robert Edwards,delhivery,pharmacy,bike,express,south,hot,39.9,28.88,26:12.0,28:00.0,no,delivered,3,336.14
2622,Tracy Chavez,ecom express,furniture,truck,two day,north,foggy,30.9,24.93,47:06.0,51:06.0,no,delivered,4,229.29
2623,Summer Friedman,delhivery,cosmetics,bike,two day,east,foggy,103.3,48.52,55:18.0,58:18.0,no,delivered,4,662.06
2624,Kristi Camacho,fedex,furniture,truck,two day,south,hot,25.2,42.22,49:54.0,50:30.0,no,delivered,4,252.66
2625,Dennis Rich,ecom express,electronics,truck,same day,north,stormy,286.1,34.48,48:24.0,36:36.0,yes,delayed,2,1632.7206
2626,Charles Mason,shadowfax,pharmacy,scooter,express,north,foggy,257.9,28.46,07:30.0,49:48.0,yes,delayed,2,1424.88
2627,Danielle Shields,shadowfax,fragile items,ev bike,standard,central,rainy,284.5,7.41,38:48.0,40:24.0,no,delivered,5,1444.73
2628,Jeremy Leach,dhl,furniture,ev van,two day,central,cold,297.1,0.67,15:24.0,17:42.0,no,delivered,4,1489.48
2629,Nicholas Myers,blue dart,clothing,van,same day,west,cold,66.8,38.24,14:30.0,14:42.0,no,delivered,3,548.72
2630,Stephanie Ross,shadowfax,electronics,van,two day,south,rainy,231.3,8.89,10:00.0,11:06.0,no,delivered,5,1183.17
2631,Jessica Bailey,ecom express,documents,scooter,same day,west,clear,137.5,27.87,20:18.0,21:48.0,no,delivered,4,871.11
2632,Joseph Carr,delhivery,cosmetics,bike,two day,east,cold,13.9,30.49,48:30.0,49:24.0,no,delivered,4,160.97
2633,Donald Gomez,amazon logistics,documents,van,standard,north,clear,154.9,34.06,27:24.0,27:30.0,no,delivered,5,876.68
2634,Jessica Garza,dhl,automobile parts,van,standard,central,rainy,25.6,26.06,11:30.0,14:36.0,no,delivered,4,206.18
2635,Brenda Berger,fedex,documents,ev bike,standard,east,clear,295.9,39.7,41:24.0,41:36.0,no,delivered,4,1598.6
2636,Olivia Harris,blue dart,groceries,ev van,express,east,hot,249.9,19.61,46:48.0,49:00.0,no,delivered,4,1358.33
2637,Ariana Allen,shadowfax,cosmetics,bike,standard,central,clear,248.1,4.64,36:18.0,36:48.0,no,delivered,4,1254.42
2638,Andrew Forbes,blue dart,pharmacy,bike,standard,west,rainy,24.3,43.55,12:54.0,14:24.0,no,delivered,4,252.15
2639,Cassandra Harrell,ekart,electronics,truck,two day,east,stormy,3.6,5.5,46:48.0,48:24.0,no,delivered,3,95.6674
2640,Candice Ramirez,xpressbees,electronics,van,standard,central,clear,81,27.85,15:30.0,20:06.0,no,delivered,4,488.55
2641,Patrick Becker,delhivery,clothing,ev bike,two day,west,cold,249.6,2.12,08:42.0,13:00.0,no,delivered,4,1254.36
2642,Beth Robertson,fedex,fragile items,scooter,same day,east,hot,174.4,30.74,24:54.0,25:24.0,no,delivered,3,1064.22
2643,Teresa Ramirez,shadowfax,electronics,van,same day,west,stormy,196.1,16.63,32:36.0,27:36.0,yes,delayed,2,1130.39
2644,Cassandra Blair,blue dart,electronics,van,standard,north,stormy,39.5,31.92,12:42.0,16:00.0,no,delivered,4,293.26
2645,Tonya Massey,ekart,fragile items,truck,standard,central,rainy,138.8,21.85,25:24.0,25:54.0,no,delivered,4,759.55
2646,Michele Velazquez,dhl,pharmacy,bike,standard,central,stormy,140,46.68,25:06.0,26:00.0,no,delivered,3,840.04
2647,Bobby Davidson,shadowfax,automobile parts,ev van,express,south,hot,293.9,12.73,05:42.0,53:24.0,yes,delayed,2,1557.69
2648,Lisa Jones,ecom express,clothing,van,two day,north,stormy,232.5,14.95,06:30.0,11:12.0,no,delivered,5,1207.35
2649,Steve Rivera,amazon logistics,pharmacy,scooter,express,central,foggy,41.1,18.41,38:54.0,28:06.0,yes,failed,1,310.73
2650,Brenda White,blue dart,clothing,truck,standard,east,rainy,138.3,4.03,25:18.0,25:48.0,no,delivered,5,703.59
2651,Charles Dougherty,delhivery,pharmacy,bike,express,south,stormy,231.7,43.2,53:36.0,47:12.0,yes,delayed,2,1338.1
2652,Benjamin George,delhivery,electronics,truck,express,central,cold,235.6,4.97,43:54.0,47:36.0,no,delivered,5,1242.91
2653,Sue Allen,shadowfax,automobile parts,bike,same day,east,foggy,137,10.22,18:30.0,21:42.0,no,delivered,4,815.66
2654,Douglas Stewart,blue dart,groceries,scooter,two day,south,stormy,247.3,6.54,11:12.0,12:42.0,no,delivered,3,1256.12
2655,Kayla Anderson,ekart,documents,ev bike,standard,west,stormy,143.1,6.6,24:24.0,26:18.0,no,delivered,4,735.3
2656,Sarah Rivera,amazon logistics,automobile parts,van,two day,west,foggy,11,20.14,48:24.0,49:06.0,no,delivered,3,115.42
2657,George Taylor,amazon logistics,electronics,ev van,standard,east,clear,243.8,8.94,33:54.0,36:24.0,no,delivered,4,1245.82
2658,Stephen Grimes,amazon logistics,fragile items,van,express,west,foggy,297.1,44.13,59:36.0,53:42.0,yes,delayed,3,1632.7206
2659,Allison Zamora,ekart,furniture,ev bike,same day,north,cold,84.1,46.67,15:48.0,16:24.0,no,delivered,3,660.51
2660,Larry Brooks,shadowfax,cosmetics,bike,standard,south,cold,200.1,9.15,28:42.0,32:00.0,no,delivered,4,1027.95
2661,Carrie Coleman,shadowfax,documents,ev van,express,east,rainy,122.2,11.04,38:48.0,36:12.0,yes,failed,2,694.12
2662,Sara Simmons,blue dart,fragile items,truck,same day,north,stormy,122.4,15.27,19:18.0,20:12.0,no,delivered,5,757.81
2663,Alice Park,fedex,furniture,ev bike,same day,north,stormy,275.3,27.15,46:36.0,35:30.0,yes,failed,1,1557.95
2664,Christine Bright,fedex,groceries,scooter,standard,east,cold,288,24.35,40:00.0,40:48.0,no,delivered,5,1513.05
2665,Nancy Love,dhl,furniture,scooter,two day,east,clear,33.5,19.07,49:06.0,51:24.0,no,delivered,5,224.71
2666,Jack White,xpressbees,documents,van,express,south,rainy,218.4,13.52,51:42.0,45:48.0,yes,delayed,2,1182.56
2667,Stacey Rodriguez,xpressbees,documents,scooter,same day,north,foggy,54.8,42.64,12:30.0,13:30.0,no,delivered,5,501.92
2668,Lisa Dyer,fedex,clothing,bike,standard,south,stormy,159.8,24.47,27:18.0,28:00.0,no,delivered,3,872.41
2669,Timothy Reilly,xpressbees,furniture,ev bike,two day,east,hot,240.5,6.11,10:00.0,12:00.0,no,delivered,5,1220.83
2670,Keith Navarro,xpressbees,furniture,ev bike,two day,central,foggy,67.8,38.2,52:42.0,54:48.0,no,delivered,5,453.6
2671,Thomas Myers,shadowfax,groceries,ev bike,same day,south,stormy,98.2,16.03,36:54.0,17:48.0,yes,delayed,3,639.09
2672,Michael Hendrix,ekart,automobile parts,truck,standard,east,cold,283.4,40.18,39:42.0,40:18.0,no,delivered,5,1537.54
2673,Ryan Bates,xpressbees,clothing,truck,two day,north,rainy,125.9,36.87,58:48.0,00:36.0,no,delivered,4,740.11
2674,Jonathan Brown,xpressbees,automobile parts,ev van,express,north,stormy,23.9,6.21,29:24.0,26:24.0,yes,delayed,2,188.13
2675,Jill Howard,ecom express,fragile items,truck,same day,west,stormy,125.5,16.4,31:24.0,20:36.0,yes,delayed,3,776.7
2676,Daniel Quinn,blue dart,electronics,ev bike,same day,east,hot,136,31.62,21:00.0,21:36.0,no,delivered,5,874.86
2677,Damon Powers,dhl,cosmetics,van,two day,south,hot,233.8,37.37,10:42.0,11:24.0,no,delivered,3,1281.11
2678,Julie Walker,ecom express,clothing,bike,two day,south,foggy,105.2,21.72,56:36.0,58:30.0,no,delivered,4,591.16
2679,Daniel Nguyen,fedex,electronics,van,express,east,clear,38.9,28.22,24:30.0,27:54.0,no,delivered,4,329.16
2680,Sara Leonard,ecom express,fragile items,ev bike,standard,east,clear,233.7,4.68,34:24.0,35:24.0,no,delivered,4,1182.54
2681,Charles Hickman,delhivery,clothing,truck,express,central,clear,113.2,0.67,45:06.0,35:18.0,yes,delayed,2,617.14
2682,Jennifer Little,delhivery,documents,ev bike,express,south,foggy,10.3,11.87,40:30.0,25:00.0,yes,delayed,2,137.11
2683,Andrea Smith,amazon logistics,electronics,ev bike,express,central,foggy,249.9,25.01,06:00.0,49:00.0,yes,failed,1,1374.53
2684,Wesley Roach,dhl,clothing,scooter,express,central,rainy,290,27.8,57:00.0,53:00.0,yes,delayed,2,1583.4
2685,Dr. Travis Morris DDS,fedex,electronics,ev bike,same day,east,foggy,288.9,2.89,35:30.0,36:54.0,no,delivered,3,1553.17
2686,Ariel Marsh,dhl,fragile items,ev bike,same day,north,hot,186.6,46.31,25:06.0,26:42.0,no,delivered,4,1171.93
2687,Joanne Baker,dhl,electronics,scooter,express,east,clear,79.9,6.71,46:00.0,32:00.0,yes,failed,1,469.63
2688,Melissa Harvey,ecom express,cosmetics,truck,same day,central,rainy,260.3,43.68,45:48.0,34:00.0,yes,delayed,2,1532.54
2689,Melissa Fox,delhivery,clothing,ev van,two day,east,hot,54.2,47.36,52:00.0,53:24.0,no,delivered,5,413.08
2690,Adam Taylor,xpressbees,automobile parts,scooter,same day,west,rainy,225,24.35,44:24.0,30:30.0,yes,delayed,3,1298.05
2691,Ashley Bell,ecom express,fragile items,scooter,same day,south,stormy,261.8,40.54,53:12.0,34:12.0,yes,delayed,2,1530.62
2692,Jennifer Watkins,shadowfax,pharmacy,scooter,express,east,hot,278.3,27.47,49:00.0,51:48.0,no,delivered,5,1523.91
2693,Bradley Miranda,dhl,fragile items,scooter,express,south,rainy,171.2,4.63,50:18.0,41:06.0,yes,delayed,2,919.89
2694,Matthew Page,blue dart,documents,scooter,standard,south,clear,287.2,8.13,39:12.0,40:42.0,no,delivered,5,1460.39
2695,Andrea Neal,xpressbees,fragile items,ev bike,same day,north,rainy,11.7,24.81,05:54.0,09:12.0,no,delivered,5,232.93
2696,Latoya Howell,fedex,clothing,ev van,standard,west,stormy,12.4,17.11,12:48.0,13:12.0,no,delivered,3,113.33
2697,Tammy Anderson,blue dart,pharmacy,ev van,two day,central,rainy,228.7,36.8,09:30.0,10:54.0,no,delivered,4,1253.9
2698,Casey Hayden,dhl,automobile parts,van,two day,south,cold,297.1,14.86,17:18.0,17:42.0,no,delivered,4,1541.08
2699,Jillian King DDS,ecom express,cosmetics,ev van,two day,north,clear,45.2,3.88,50:30.0,52:30.0,no,delivered,5,237.64
2700,Travis Harris,ekart,documents,bike,standard,east,foggy,113,39.89,22:30.0,23:18.0,no,delivered,5,684.67
2701,Daniel Vincent,blue dart,cosmetics,bike,same day,south,cold,295.8,28.18,56:12.0,37:36.0,yes,delayed,2,1632.7206
2702,Anna Phillips,xpressbees,fragile items,scooter,express,west,hot,261.7,28.02,08:30.0,50:12.0,yes,delayed,2,1442.56
2703,Lisa Meyer,blue dart,automobile parts,scooter,standard,north,clear,123.9,18.68,24:00.0,24:24.0,no,delivered,5,675.54
2704,Joseph Faulkner,ecom express,cosmetics,ev van,same day,west,rainy,267.3,23.67,51:36.0,34:42.0,yes,delayed,2,1507.51
2705,Jackson Gomez,amazon logistics,cosmetics,ev bike,two day,north,clear,135.9,5.77,59:12.0,01:36.0,no,delivered,4,696.81
2706,Adrian Dean,ecom express,fragile items,ev bike,express,south,cold,102.5,35.74,33:42.0,34:12.0,no,delivered,5,669.72
2707,Randall Brady,ecom express,cosmetics,ev bike,two day,north,hot,176.7,6.45,03:18.0,05:42.0,no,delivered,3,902.85
2708,Mary Powell,ekart,clothing,ev bike,standard,central,rainy,84.3,39.72,19:48.0,20:24.0,no,delivered,3,540.66
2709,Leonard Armstrong,blue dart,fragile items,truck,two day,east,foggy,197.4,22.06,06:06.0,07:42.0,no,delivered,4,1053.18
2710,Andrew Jacobs,dhl,clothing,bike,same day,central,foggy,87.9,2.17,15:36.0,16:48.0,no,delivered,5,546.01
2711,Jessica Hale,fedex,pharmacy,bike,same day,east,hot,152.8,45.64,42:06.0,23:18.0,yes,delayed,2,1000.92
2712,Tara Rangel,amazon logistics,groceries,ev van,same day,west,clear,232.1,44.46,43:54.0,31:12.0,yes,failed,1,1393.88
2713,Patrick Lewis,xpressbees,clothing,truck,standard,central,stormy,258.9,4.99,34:48.0,37:54.0,no,delivered,4,1309.47
2714,Steve Miller PhD,shadowfax,documents,ev van,express,central,hot,13,2.84,42:42.0,25:18.0,yes,delayed,3,123.52
2715,Travis Price,amazon logistics,electronics,bike,two day,west,cold,218,14.35,08:24.0,09:48.0,no,delivered,5,1133.05
2716,Mr. Jeffrey Nguyen,shadowfax,groceries,truck,express,west,foggy,266.7,20.24,03:06.0,50:42.0,yes,delayed,3,1444.22
2717,James Coleman,dhl,groceries,scooter,standard,central,foggy,221.2,27.72,32:24.0,34:06.0,no,delivered,4,1189.16
2718,Lawrence Smith,dhl,groceries,van,express,west,stormy,69.9,34.36,50:42.0,31:00.0,yes,delayed,2,502.58
2719,Maria Fisher,fedex,electronics,truck,standard,east,stormy,224.3,48.76,34:06.0,34:24.0,no,delivered,5,1267.78
2720,Timothy Christian,delhivery,pharmacy,van,express,east,cold,241.6,28.06,46:18.0,48:12.0,no,delivered,5,1342.18
2721,Calvin Trujillo,xpressbees,clothing,bike,same day,south,rainy,54.7,28.37,10:18.0,13:30.0,no,delivered,5,458.61
2722,Andrea Owens,shadowfax,fragile items,ev van,standard,east,foggy,273.6,47.73,36:54.0,39:24.0,no,delivered,4,1511.19
2723,Michelle Kennedy DVM,xpressbees,electronics,ev bike,express,central,foggy,82.5,18.7,34:12.0,32:12.0,yes,delayed,2,518.6
